Branch_Id,Loan_Id,Region_Name,State_Name,City_Name,Employment_Type,Region_ID,State_Code,City_Code,Postal_Code,Date_of_Birth,DisbursalDate,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,CREDIT.HISTORY.LENGTH,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,Disbursed_Amount,Asset_Cost,ltv,PERFORM_CNS.SCORE,NO.OF_INQUIRIES,Loan_Default
64,23058,South,Karnataka,Mysore,Unknown,R2,ST12,CT19,570028,11-05-1999,06-09-2018,1,1,0,0,0,0,2yrs 1mon,0,43394,64603,68.11,708,3,0
64,3353,South,Karnataka,Mangalore,Self employed,R2,ST12,CT23,575001,10-05-1960,18-09-2018,1,1,0,0,0,0,1yrs 4mon,0,30300,46035,67.34,774,0,0
64,4205,South,Karnataka,Mangalore,Salaried,R2,ST12,CT23,575001,11-02-1992,22-08-2018,1,1,0,0,0,0,0yrs 0mon,0,41794,70094,62.77,0,0,0
64,6361,South,Karnataka,Mangalore,Self employed,R2,ST12,CT23,575001,01-01-1990,17-09-2018,1,1,0,0,0,0,0yrs 0mon,0,27529,46100,60.74,0,0,0
64,7744,South,Karnataka,Mangalore,Unknown,R2,ST12,CT23,575001,01-01-1999,11-09-2018,1,1,0,0,0,0,0yrs 0mon,0,50443,70874,74.78,0,0,0
64,20683,South,Karnataka,Mangalore,Salaried,R2,ST12,CT23,575001,05-02-1993,18-10-2018,1,0,0,1,0,0,0yrs 0mon,0,52210,77166,68.68,0,0,0
64,5860,South,Kerala,Kochi,Self employed,R2,ST13,CT07,682001,01-01-1972,10-08-2018,1,1,0,0,0,0,2yrs 6mon,0,59173,75005,82.66,429,0,1
64,7739,South,Kerala,Kochi,Self employed,R2,ST13,CT07,682001,01-01-1997,28-09-2018,1,1,0,0,0,0,3yrs 11mon,0,44394,66955,67.21,737,0,0
64,19900,South,Kerala,Kochi,Self employed,R2,ST13,CT07,682001,10-04-1995,20-10-2018,1,1,0,0,0,0,0yrs 0mon,0,46349,70850,66.34,0,0,1
64,21778,South,Kerala,Kochi,Salaried,R2,ST13,CT07,682001,01-01-1988,28-08-2018,1,1,0,0,0,0,3yrs 7mon,0,43394,62600,70.29,300,0,1
64,4003,South,Kerala,Thrissur,Salaried,R2,ST13,CT24,680503,12-06-1992,17-10-2018,1,1,0,0,0,0,0yrs 9mon,0,55259,78337,71.49,628,0,0
64,7688,South,Kerala,Thrissur,Self employed,R2,ST13,CT24,680503,10-02-1969,29-08-2018,1,1,0,0,0,0,0yrs 7mon,0,50278,65944,78.85,825,0,1
64,14322,South,Kerala,Thrissur,Self employed,R2,ST13,CT24,680503,01-01-1992,21-09-2018,1,1,0,0,0,0,4yrs 9mon,0,60447,76973,79.9,518,0,0
64,16599,South,Kerala,Thrissur,Salaried,R2,ST13,CT24,680503,12-05-1963,26-09-2018,1,1,0,0,0,0,3yrs 6mon,0,57209,71944,83.4,417,1,0
64,17337,South,Kerala,Thrissur,Salaried,R2,ST13,CT24,680503,09-03-1983,25-09-2018,1,1,0,0,0,0,0yrs 0mon,0,42394,68931,62.38,0,0,0
64,17755,South,Kerala,Thrissur,Salaried,R2,ST13,CT24,680503,01-01-1973,25-08-2018,1,1,0,0,0,0,0yrs 0mon,0,37439,67150,56.59,0,0,0
64,20869,South,Kerala,Thrissur,Self employed,R2,ST13,CT24,680503,26-11-1984,11-09-2018,1,1,0,0,0,0,0yrs 0mon,0,50700,75443,68.26,0,0,0
64,21857,South,Kerala,Thrissur,Self employed,R2,ST13,CT24,680503,16-03-1997,31-10-2018,1,1,0,0,0,0,0yrs 0mon,0,78079,106100,74.46,0,2,0
64,3370,South,Tamil Nadu,Chennai,Self employed,R2,ST24,CT03,600020,01-01-1984,13-10-2018,1,1,0,0,0,0,0yrs 2mon,1,70637,83327,88.81,17,0,1
64,15407,South,Tamil Nadu,Chennai,Self employed,R2,ST24,CT03,600020,31-12-1985,27-10-2018,1,1,0,0,0,0,0yrs 10mon,0,62647,76154,84.04,18,0,0
64,773,South,Tamil Nadu,Coimbatore,Self employed,R2,ST24,CT04,642205,03-08-1989,23-10-2018,1,1,0,0,0,0,1yrs 5mon,0,63213,102696,62.32,660,1,0
64,7432,South,Tamil Nadu,Coimbatore,Self employed,R2,ST24,CT04,642205,01-01-1995,29-10-2018,1,1,0,0,0,0,0yrs 0mon,0,66582,94360,72.06,18,0,0
64,18213,South,Tamil Nadu,Coimbatore,Self employed,R2,ST24,CT04,642205,10-12-1975,25-10-2018,1,0,0,1,0,0,0yrs 0mon,0,61113,73262,85.99,0,0,0
64,18598,South,Tamil Nadu,Coimbatore,Self employed,R2,ST24,CT04,642205,22-10-1989,18-09-2018,1,1,0,0,0,0,4yrs 3mon,2,62862,81046,81.44,630,0,0
64,18905,South,Tamil Nadu,Coimbatore,Salaried,R2,ST24,CT04,642205,01-01-1982,25-10-2018,1,1,0,0,0,0,2yrs 2mon,0,53303,74626,72.36,713,0,0
64,22778,South,Tamil Nadu,Coimbatore,Self employed,R2,ST24,CT04,642205,01-01-1974,24-08-2018,1,1,0,0,0,0,2yrs 10mon,0,45049,65649,71.59,725,0,0
64,614,South,Tamil Nadu,Vellore,Self employed,R2,ST24,CT29,632001,01-01-1988,27-08-2018,1,1,0,0,0,0,0yrs 0mon,0,44822,74455,63.13,0,0,1
64,18143,South,Tamil Nadu,Vellore,Self employed,R2,ST24,CT29,632001,01-01-1977,26-09-2018,1,1,0,0,0,0,1yrs 3mon,0,67882,77218,89.36,708,7,0
64,20042,South,Tamil Nadu,Vellore,Salaried,R2,ST24,CT29,632001,01-01-1990,29-09-2018,1,1,0,0,0,0,0yrs 0mon,0,60490,74081,83.69,0,0,1
64,20304,South,Tamil Nadu,Vellore,Self employed,R2,ST24,CT29,632001,02-01-1994,29-08-2018,1,1,0,0,0,0,0yrs 0mon,0,54759,104622,53.05,0,0,0
64,21576,South,Tamil Nadu,Vellore,Self employed,R2,ST24,CT29,632001,01-01-1979,26-10-2018,1,1,0,0,0,0,8yrs 10mon,1,47349,75341,63.71,416,0,0
64,22171,South,Tamil Nadu,Vellore,Self employed,R2,ST24,CT29,632001,25-01-1969,13-08-2018,1,1,0,0,0,0,3yrs 2mon,1,73723,119297,62.78,327,1,1
64,6983,South,Telangana,Hyderabad,Unknown,R2,ST25,CT05,500004,01-06-1998,31-08-2018,1,1,0,0,0,0,0yrs 0mon,0,51303,65744,80.62,0,1,0
64,11180,South,Telangana,Hyderabad,Self employed,R2,ST25,CT05,500004,01-01-1989,26-10-2018,1,1,0,0,0,0,0yrs 3mon,0,36439,47690,77.58,708,1,0
64,11488,South,Telangana,Hyderabad,Salaried,R2,ST25,CT05,500004,01-01-1992,27-09-2018,1,1,0,0,0,0,0yrs 7mon,0,73600,104356,71.39,825,0,0
64,15910,South,Telangana,Hyderabad,Self employed,R2,ST25,CT05,500004,01-01-1991,28-09-2018,1,1,0,0,0,0,0yrs 0mon,0,52303,76009,69.73,0,0,0
64,17078,South,Telangana,Hyderabad,Self employed,R2,ST25,CT05,500004,01-01-1957,06-08-2018,1,1,0,0,0,0,0yrs 0mon,0,28509,43048,67.37,0,0,0
64,19436,South,Telangana,Hyderabad,Salaried,R2,ST25,CT05,500004,22-06-1964,16-10-2018,1,1,0,0,0,0,1yrs 6mon,0,63282,78030,84.58,758,0,0
67,223,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,01-01-1992,18-09-2018,1,1,0,0,0,0,1yrs 0mon,0,48849,63514,78.72,680,0,0
67,274,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,31-12-1986,19-09-2018,1,1,0,0,0,0,0yrs 0mon,0,53923,65016,85.0,0,1,0
67,566,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,14-04-1964,06-09-2018,1,1,0,0,0,0,0yrs 0mon,0,73323,112493,66.67,0,0,0
67,1593,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,01-06-1976,20-09-2018,1,1,0,0,0,0,0yrs 0mon,0,51978,61470,87.03,0,0,0
67,1904,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,10-05-1985,21-10-2018,1,1,0,0,0,0,2yrs 2mon,0,58459,66514,89.91,758,2,0
67,2534,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,16-08-1982,26-09-2018,1,1,0,0,0,0,2yrs 0mon,0,56659,73788,78.6,728,0,0
67,4537,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,01-06-1991,30-10-2018,1,1,0,0,0,0,0yrs 0mon,0,55843,71814,79.97,0,2,1
67,4824,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,25-05-1991,19-09-2018,1,1,0,0,0,0,2yrs 0mon,0,48149,61880,79.83,749,0,1
67,4904,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,01-01-1976,11-08-2018,1,1,0,0,0,0,0yrs 6mon,0,49278,59953,85.07,710,23,0
67,5130,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,01-04-1990,21-10-2018,1,1,0,0,0,0,0yrs 0mon,0,29484,66660,45.9,0,0,0
67,5846,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,01-01-1983,05-10-2018,1,1,0,0,0,0,2yrs 1mon,0,50303,69366,73.52,836,1,0
67,7099,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,01-06-1990,25-08-2018,1,1,0,0,0,0,2yrs 7mon,0,51703,62686,84.55,684,1,0
67,7893,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,23-07-1967,29-08-2018,1,1,0,0,0,0,1yrs 2mon,0,54413,62400,89.74,680,0,0
67,8133,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,06-07-1989,24-10-2018,1,1,0,0,0,0,1yrs 8mon,0,63213,67573,94.71,771,0,0
67,8388,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,01-01-1971,21-10-2018,1,1,0,0,0,0,0yrs 1mon,0,48249,69173,71.56,15,1,1
67,8711,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,04-06-1995,31-08-2018,1,1,0,0,0,0,0yrs 0mon,0,51703,64610,82.03,0,0,0
67,9306,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,23-04-1984,27-09-2018,1,1,0,0,0,0,0yrs 11mon,1,58938,70970,85.0,571,1,0
67,9331,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,01-01-1973,17-08-2018,1,0,0,1,0,0,0yrs 0mon,0,50483,69420,74.91,0,0,0
67,9691,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,01-01-1976,27-08-2018,1,1,0,0,0,0,0yrs 0mon,0,39094,64677,62.62,0,0,0
67,9773,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,12-06-1995,29-08-2018,1,1,0,0,0,0,1yrs 2mon,0,40794,66900,62.78,774,0,0
67,11937,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,09-02-1984,30-08-2018,1,1,0,0,0,0,1yrs 5mon,0,51703,62700,84.53,575,0,0
67,12684,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,01-06-1985,29-08-2018,1,0,0,0,1,0,0yrs 0mon,0,49873,60200,85.0,0,0,0
67,13386,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,04-08-1986,21-10-2018,1,1,1,1,0,0,8yrs 4mon,0,59259,71814,83.55,675,0,0
67,13467,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,04-08-1991,29-08-2018,1,1,0,0,0,0,7yrs 6mon,0,38841,58931,67.88,653,0,0
67,14469,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,06-04-1987,25-09-2018,1,1,0,0,0,0,0yrs 0mon,0,42694,65445,67.08,0,0,0
67,14723,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,01-01-1978,24-09-2018,1,1,0,0,0,0,6yrs 0mon,0,50703,68350,76.08,645,1,0
67,15078,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,12-12-1965,24-09-2018,1,1,0,0,0,0,0yrs 0mon,0,51303,65082,79.9,0,0,0
67,15852,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,20-07-1983,04-10-2018,1,1,0,0,0,0,3yrs 8mon,2,40244,85057,48.5,523,0,0
67,16042,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,01-01-1986,11-10-2018,1,1,0,0,0,0,1yrs 7mon,0,72017,90492,81.78,845,0,0
67,16711,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,30-08-1984,17-10-2018,1,1,0,0,0,0,0yrs 7mon,0,53703,68270,80.56,825,0,1
67,17598,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,11-11-1975,19-10-2018,1,1,0,0,0,0,2yrs 3mon,0,55213,68108,83.69,402,5,0
67,17697,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,01-01-1981,07-09-2018,1,1,0,0,0,0,0yrs 9mon,0,48249,62558,79.13,818,0,0
67,19433,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,23-08-1970,17-10-2018,1,1,0,0,0,0,0yrs 0mon,0,58321,70190,85.0,0,0,1
67,19696,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,03-08-1984,07-08-2018,1,1,0,0,0,0,0yrs 0mon,0,43694,61640,72.84,0,0,0
67,20262,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,01-12-1977,30-10-2018,1,0,0,0,1,0,0yrs 0mon,0,52278,67650,79.82,0,0,0
67,20276,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,26-07-1972,19-09-2018,1,0,0,0,1,0,0yrs 11mon,0,28881,64893,46.23,824,0,1
67,20420,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,23-06-1993,29-10-2018,1,1,0,0,0,0,0yrs 0mon,0,49303,65993,76.67,0,0,0
67,20929,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,01-01-1993,11-08-2018,1,1,0,0,0,0,0yrs 0mon,0,48749,62644,79.82,0,0,0
67,21108,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,10-05-1972,18-10-2018,1,1,0,0,0,0,0yrs 8mon,0,48645,64900,77.04,738,2,0
67,21340,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,17-08-1974,25-10-2018,1,1,0,0,0,0,0yrs 6mon,0,50703,67791,76.71,763,1,0
67,21417,South,Andhra Pradesh,Nellore,Unknown,R2,ST01,CT25,524225,09-09-1997,23-08-2018,1,1,0,0,0,0,0yrs 0mon,0,70523,83403,86.33,0,0,0
67,21759,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,01-01-1975,22-10-2018,1,1,0,0,0,0,10yrs 11mon,1,55859,73597,77.72,300,1,1
67,22066,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,01-06-1987,25-09-2018,1,1,0,0,0,0,0yrs 2mon,0,49703,65340,78.05,15,2,0
67,22607,South,Andhra Pradesh,Nellore,Self employed,R2,ST01,CT25,524225,05-07-1985,21-10-2018,1,1,0,0,0,0,0yrs 6mon,0,44099,73435,61.76,771,0,0
67,23125,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,01-06-1992,30-08-2018,1,1,0,0,0,0,0yrs 6mon,0,50782,61889,84.02,825,0,0
67,23305,South,Andhra Pradesh,Nellore,Salaried,R2,ST01,CT25,524225,10-04-1993,24-08-2018,1,1,0,0,0,0,0yrs 0mon,0,50703,62644,83.01,0,1,0
67,557,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,01-01-1990,26-08-2018,1,1,0,0,0,0,0yrs 11mon,0,47749,69000,71.01,708,1,0
67,745,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,02-10-1997,23-10-2018,1,0,0,1,0,0,0yrs 0mon,0,56759,68270,84.22,0,0,0
67,1123,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,10-07-1974,18-09-2018,1,1,0,0,0,0,2yrs 11mon,0,57618,80730,73.7,836,0,0
67,1373,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,16-11-1992,19-09-2018,1,1,0,0,0,0,0yrs 11mon,0,48249,63970,77.38,708,0,0
67,1432,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,05-10-1989,31-08-2018,1,0,0,1,0,0,1yrs 4mon,0,53703,63178,87.06,719,0,0
67,1685,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,28-08-1994,17-08-2018,1,1,0,0,0,0,0yrs 0mon,0,36339,64466,58.17,0,0,0
67,2300,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,18-07-1995,30-10-2018,1,1,0,0,0,0,0yrs 0mon,0,35939,103000,35.92,0,0,0
67,2514,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,13-04-1974,28-10-2018,1,1,0,0,0,0,0yrs 0mon,0,57413,68782,85.78,0,0,0
67,2630,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,05-10-1978,03-08-2018,1,1,0,0,0,0,0yrs 0mon,0,55213,62510,89.91,0,0,0
67,3010,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,06-02-1991,04-09-2018,1,0,0,1,0,0,2yrs 7mon,0,56913,66572,87.87,802,0,0
67,3371,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,01-01-1981,31-08-2018,1,1,0,0,0,0,0yrs 0mon,0,61013,88346,70.86,0,0,0
67,4242,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,02-09-1980,08-09-2018,1,1,0,0,0,0,8yrs 5mon,0,50703,85600,60.75,792,0,0
67,4807,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,01-06-1968,23-10-2018,1,1,0,0,0,0,0yrs 0mon,0,29384,66538,45.84,0,0,0
67,5308,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,01-06-1961,28-10-2018,1,1,0,0,0,0,0yrs 0mon,0,58659,71707,83.67,0,0,1
67,6280,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,02-08-1960,21-10-2018,1,1,0,0,0,0,0yrs 0mon,0,58059,71066,83.87,0,0,0
67,7393,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,15-06-1994,21-09-2018,1,1,0,0,0,0,0yrs 0mon,0,49149,62776,79.65,0,0,0
67,7912,South,Karnataka,Bangalore,Unknown,R2,ST12,CT10,560034,12-08-2000,26-10-2018,1,1,0,0,0,0,1yrs 5mon,0,82986,117434,72.3,416,0,1
67,9388,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,24-03-1997,28-08-2018,1,0,0,1,0,0,0yrs 7mon,0,45649,63825,73.33,825,1,0
67,13226,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,16-03-1995,24-08-2018,1,1,0,0,0,0,0yrs 0mon,0,58659,75000,80.0,0,0,0
67,13227,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,08-08-1989,22-09-2018,1,1,0,0,0,0,0yrs 0mon,0,38841,68050,58.78,0,0,0
67,13970,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,06-10-1995,20-09-2018,1,0,0,1,0,0,0yrs 0mon,0,49003,84339,59.64,0,0,0
67,14007,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,01-06-1972,30-10-2018,1,0,0,0,1,0,4yrs 0mon,1,47349,68340,70.24,546,0,0
67,15341,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,23-02-1990,11-08-2018,1,1,0,0,0,0,0yrs 0mon,0,45749,81902,57.39,0,0,0
67,15397,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,05-03-1991,23-10-2018,1,0,0,1,0,0,0yrs 0mon,0,54213,71109,78.75,0,0,0
67,15667,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,01-01-1988,22-10-2018,1,1,0,1,0,0,0yrs 0mon,0,32384,71781,46.67,0,0,0
67,16984,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,26-11-1988,21-08-2018,1,1,0,0,0,0,0yrs 0mon,0,46949,64600,74.92,0,0,0
67,17346,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,23-10-1967,22-08-2018,1,1,0,0,0,0,7yrs 6mon,0,50203,64410,79.96,300,1,0
67,17383,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,06-06-1972,24-09-2018,1,1,0,0,0,0,1yrs 8mon,0,54959,66468,84.25,657,0,0
67,18975,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,02-11-1986,11-08-2018,1,1,0,0,0,0,8yrs 4mon,0,57659,66110,89.25,685,0,0
67,19243,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,16-08-1994,12-09-2018,1,1,0,0,0,0,0yrs 0mon,0,49903,64050,80.25,0,1,0
67,19787,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,17-05-1992,11-08-2018,1,1,0,0,0,0,0yrs 0mon,0,51803,60658,87.38,0,0,0
67,20119,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,06-05-1978,19-09-2018,1,1,0,0,0,0,3yrs 8mon,0,50703,70957,73.28,836,0,0
67,21268,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,01-01-1988,31-10-2018,1,1,0,0,0,0,2yrs 0mon,0,55659,68019,83.8,608,0,0
67,21419,South,Karnataka,Bangalore,Salaried,R2,ST12,CT10,560034,10-06-1983,19-09-2018,1,1,0,0,0,0,1yrs 1mon,0,47749,66275,73.93,819,0,0
67,22028,South,Karnataka,Bangalore,Unknown,R2,ST12,CT10,560034,14-03-2000,30-08-2018,1,1,0,0,0,0,0yrs 0mon,0,45749,63010,74.59,0,1,0
67,23056,South,Karnataka,Bangalore,Self employed,R2,ST12,CT10,560034,01-01-1959,27-10-2018,1,1,0,0,0,0,1yrs 7mon,0,56659,69596,83.34,830,0,0
67,343,South,Karnataka,Mysore,Self employed,R2,ST12,CT19,570028,01-01-1966,26-10-2018,1,0,0,1,0,0,1yrs 10mon,2,54659,68957,81.21,659,0,0
67,937,South,Karnataka,Mysore,Salaried,R2,ST12,CT19,570028,24-06-1992,16-09-2018,1,1,0,0,0,0,0yrs 0mon,0,55713,64600,88.54,0,0,0
67,1124,South,Karnataka,Mysore,Salaried,R2,ST12,CT19,570028,10-04-1971,24-09-2018,1,1,0,0,0,0,3yrs 0mon,0,52503,67766,79.69,758,0,0
67,1540,South,Karnataka,Mysore,Self employed,R2,ST12,CT19,570028,01-01-1978,22-10-2018,1,1,0,0,0,0,0yrs 0mon,0,49145,66696,74.97,0,0,0
67,1689,South,Karnataka,Mysore,Self employed,R2,ST12,CT19,570028,24-02-1984,22-09-2018,1,1,0,0,0,0,4yrs 0mon,0,50703,70200,74.07,663,1,0
67,3203,South,Karnataka,Mysore,Unknown,R2,ST12,CT19,570028,28-05-1999,16-08-2018,1,1,0,0,0,0,0yrs 0mon,0,54413,62517,89.58,0,0,0
67,3298,South,Karnataka,Mysore,Salaried,R2,ST12,CT19,570028,11-08-1997,20-08-2018,1,1,0,0,0,0,0yrs 0mon,0,55459,64242,88.42,0,0,0
67,3445,South,Karnataka,Mysore,Self employed,R2,ST12,CT19,570028,20-06-1995,22-10-2018,1,0,0,1,0,0,0yrs 0mon,0,39822,72515,56.54,0,0,0
67,4599,South,Karnataka,Mysore,Salaried,R2,ST12,CT19,570028,04-06-1990,09-10-2018,1,1,0,0,0,0,0yrs 0mon,0,35339,64020,57.01,0,0,0
67,5251,South,Karnataka,Mysore,Self employed,R2,ST12,CT19,570028,12-12-1980,31-08-2018,1,1,1,0,0,0,0yrs 0mon,0,48803,61780,81.74,0,0,1
67,5327,South,Karnataka,Mysore,Salaried,R2,ST12,CT19,570028,01-01-1981,16-08-2018,1,1,0,0,0,0,0yrs 0mon,0,43893,61055,74.52,0,0,0
